algorithm,N,sample,runtime_s,frechet_dist,ok
BBMSDppStepwise,23000,3,-1,-1,False
BBMSDppStepwise,23000,4,-1,-1,False
BBMSDppStepwise,23000,5,-1,-1,False
BBMSDppStepwise,23000,6,-1,-1,False
BBMSDppStepwise,23000,7,-1,-1,False
BBMSDppStepwise,23000,8,-1,-1,False
BBMSDppStepwise,23000,9,-1,-1,False
BBMSDppInstant,23000,0,-1,-1,False
BBMSDppInstant,23000,1,-1,-1,False
BBMSDppInstant,23000,2,-1,-1,False
BBMSDppInstant,23000,3,-1,-1,False
BBMSDppInstant,23000,4,-1,-1,False
BBMSDppInstant,23000,5,-1,-1,False
BBMSDppInstant,23000,6,-1,-1,False
BBMSDppInstant,23000,7,-1,-1,False
BBMSDppInstant,23000,8,-1,-1,False
BBMSDppInstant,23000,9,-1,-1,False
DijkstraPrims,24000,0,136.266,1000.83,True
DijkstraPrims,24000,1,136.021,999.024,True
DijkstraPrims,24000,2,136.421,999.172,True
DijkstraPrims,24000,3,136.471,999.427,True
DijkstraPrims,24000,4,135.466,1000.6,True
DijkstraPrims,24000,5,136.454,1000.63,True
DijkstraPrims,24000,6,135.792,999.975,True
DijkstraPrims,24000,7,136.343,1000.22,True
DijkstraPrims,24000,8,135.864,1000.25,True
DijkstraPrims,24000,9,136.967,999.536,True
BBMSInter,24000,0,421.909,1000.83,True
BBMSInter,24000,1,351.626,999.024,True
BBMSInter,24000,2,416.39,999.172,True
BBMSInter,24000,3,439.57,999.427,True
BBMSInter,24000,4,281.234,1000.6,True
BBMSInter,24000,5,331.646,1000.63,True
BBMSInter,24000,6,325.718,999.975,True
BBMSInter,24000,7,466.955,1000.22,True
BBMSInter,24000,8,317.069,1000.25,True
BBMSInter,24000,9,271.954,999.536,True
BBMSDppStepwise,24000,0,-1,-1,False
BBMSDppStepwise,24000,1,-1,-1,False
BBMSDppStepwise,24000,2,-1,-1,False
BBMSDppStepwise,24000,3,-1,-1,False
BBMSDppStepwise,24000,4,-1,-1,False
BBMSDppStepwise,24000,5,-1,-1,False
BBMSDppStepwise,24000,6,-1,-1,False
BBMSDppStepwise,24000,7,-1,-1,False
BBMSDppStepwise,24000,8,-1,-1,False
BBMSDppStepwise,24000,9,-1,-1,False
BBMSDppInstant,24000,0,-1,-1,False
BBMSDppInstant,24000,1,-1,-1,False
BBMSDppInstant,24000,2,-1,-1,False
BBMSDppInstant,24000,3,-1,-1,False
BBMSDppInstant,24000,4,-1,-1,False
BBMSDppInstant,24000,5,-1,-1,False
BBMSDppInstant,24000,6,-1,-1,False
BBMSDppInstant,24000,7,-1,-1,False
BBMSDppInstant,24000,8,-1,-1,False
BBMSDppInstant,24000,9,-1,-1,False
DijkstraPrims,25000,0,148.932,999.502,True
DijkstraPrims,25000,1,148.805,1000.12,True
DijkstraPrims,25000,2,149.473,999.989,True
DijkstraPrims,25000,3,148.483,1000.01,True
DijkstraPrims,25000,4,149.818,999.987,True
DijkstraPrims,25000,5,148.275,1000.26,True
DijkstraPrims,25000,6,149.267,1000.51,True
DijkstraPrims,25000,7,148.662,1000.65,True
DijkstraPrims,25000,8,149.655,1000.63,True
DijkstraPrims,25000,9,149.514,1000.63,True
BBMSInter,25000,0,364.129,999.502,True
BBMSInter,25000,1,327.382,1000.12,True
BBMSInter,25000,2,278.021,999.989,True
BBMSInter,25000,3,361.709,1000.01,True
BBMSInter,25000,4,345.76,999.987,True
BBMSInter,25000,5,289.0,1000.26,True
BBMSInter,25000,6,284.875,1000.51,True
BBMSInter,25000,7,443.243,1000.65,True
BBMSInter,25000,8,332.839,1000.63,True
BBMSInter,25000,9,353.057,1000.63,True
BBMSDppStepwise,25000,0,-1,-1,False
BBMSDppStepwise,25000,1,-1,-1,False
BBMSDppStepwise,25000,2,-1,-1,False
BBMSDppStepwise,25000,3,-1,-1,False
BBMSDppStepwise,25000,4,-1,-1,False
BBMSDppStepwise,25000,5,-1,-1,False
BBMSDppStepwise,25000,6,-1,-1,False
BBMSDppStepwise,25000,7,-1,-1,False
BBMSDppStepwise,25000,8,-1,-1,False
BBMSDppStepwise,25000,9,-1,-1,False
BBMSDppInstant,25000,0,-1,-1,False
BBMSDppInstant,25000,1,-1,-1,False
BBMSDppInstant,25000,2,-1,-1,False
BBMSDppInstant,25000,3,-1,-1,False
BBMSDppInstant,25000,4,-1,-1,False
BBMSDppInstant,25000,5,-1,-1,False
BBMSDppInstant,25000,6,-1,-1,False
BBMSDppInstant,25000,7,-1,-1,False
BBMSDppInstant,25000,8,-1,-1,False
BBMSDppInstant,25000,9,-1,-1,False
DijkstraPrims,26000,0,163.489,1000.44,True
DijkstraPrims,26000,1,163.717,999.666,True
DijkstraPrims,26000,2,163.613,1000.55,True
DijkstraPrims,26000,3,163.803,1000.07,True
DijkstraPrims,26000,4,161.364,1000.95,True
DijkstraPrims,26000,5,163.134,999.767,True
DijkstraPrims,26000,6,162.443,999.219,True
DijkstraPrims,26000,7,163.218,1000.23,True
DijkstraPrims,26000,8,163.085,1000.63,True
DijkstraPrims,26000,9,163.256,999.167,True
BBMSInter,26000,0,405.563,1000.44,True
BBMSInter,26000,1,322.749,999.666,True
BBMSInter,26000,2,413.986,1000.55,True
BBMSInter,26000,3,430.805,1000.07,True
BBMSInter,26000,4,524.219,1000.95,True
BBMSInter,26000,5,425.024,999.767,True
BBMSInter,26000,6,329.854,999.219,True
BBMSInter,26000,7,568.854,1000.23,True
BBMSInter,26000,8,425.553,1000.63,True
BBMSInter,26000,9,446.671,999.167,True
BBMSDppStepwise,26000,0,-1,-1,False
BBMSDppStepwise,26000,1,-1,-1,False
BBMSDppStepwise,26000,2,-1,-1,False
BBMSDppStepwise,26000,3,-1,-1,False
BBMSDppStepwise,26000,4,-1,-1,False
BBMSDppStepwise,26000,5,-1,-1,False
BBMSDppStepwise,26000,6,-1,-1,False
BBMSDppStepwise,26000,7,-1,-1,False
BBMSDppStepwise,26000,8,-1,-1,False
BBMSDppStepwise,26000,9,-1,-1,False
BBMSDppInstant,26000,0,-1,-1,False
BBMSDppInstant,26000,1,-1,-1,False
BBMSDppInstant,26000,2,-1,-1,False
BBMSDppInstant,26000,3,-1,-1,False
BBMSDppInstant,26000,4,-1,-1,False
BBMSDppInstant,26000,5,-1,-1,False
BBMSDppInstant,26000,6,-1,-1,False
BBMSDppInstant,26000,7,-1,-1,False
BBMSDppInstant,26000,8,-1,-1,False
BBMSDppInstant,26000,9,-1,-1,False
DijkstraPrims,27000,0,177.856,1000.03,True
DijkstraPrims,27000,1,177.229,999.564,True
DijkstraPrims,27000,2,176.982,999.37,True
DijkstraPrims,27000,3,177.519,999.712,True
DijkstraPrims,27000,4,177.594,1000.92,True
DijkstraPrims,27000,5,176.077,999.571,True
DijkstraPrims,27000,6,178.447,1000.04,True
DijkstraPrims,27000,7,176.668,999.028,True
DijkstraPrims,27000,8,177.513,1000.55,True
DijkstraPrims,27000,9,177.894,999.968,True
BBMSInter,27000,0,462.308,1000.03,True
BBMSInter,27000,1,473.706,999.564,True
BBMSInter,27000,2,555.167,999.37,True
BBMSInter,27000,3,511.966,999.712,True
BBMSInter,27000,4,459.063,1000.92,True
BBMSInter,27000,5,402.076,999.571,True
BBMSInter,27000,6,342.021,1000.04,True
BBMSInter,27000,7,379.475,999.028,True
BBMSInter,27000,8,430.29,1000.55,True
BBMSInter,27000,9,376.766,999.968,True
BBMSDppStepwise,27000,0,-1,-1,False
BBMSDppStepwise,27000,1,-1,-1,False
BBMSDppStepwise,27000,2,-1,-1,False
BBMSDppStepwise,27000,3,-1,-1,False
BBMSDppStepwise,27000,4,-1,-1,False
BBMSDppStepwise,27000,5,-1,-1,False
BBMSDppStepwise,27000,6,-1,-1,False
BBMSDppStepwise,27000,7,-1,-1,False
BBMSDppStepwise,27000,8,-1,-1,False
BBMSDppStepwise,27000,9,-1,-1,False
BBMSDppInstant,27000,0,-1,-1,False
BBMSDppInstant,27000,1,-1,-1,False
BBMSDppInstant,27000,2,-1,-1,False
BBMSDppInstant,27000,3,-1,-1,False
BBMSDppInstant,27000,4,-1,-1,False
BBMSDppInstant,27000,5,-1,-1,False
BBMSDppInstant,27000,6,-1,-1,False
BBMSDppInstant,27000,7,-1,-1,False
BBMSDppInstant,27000,8,-1,-1,False
BBMSDppInstant,27000,9,-1,-1,False
DijkstraPrims,28000,0,193.444,1000.93,True
DijkstraPrims,28000,1,192.373,1000.2,True
DijkstraPrims,28000,2,191.966,999.299,True
DijkstraPrims,28000,3,192.984,1000.47,True
DijkstraPrims,28000,4,191.589,999.702,True
DijkstraPrims,28000,5,192.286,999.749,True
DijkstraPrims,28000,6,193.266,1000.57,True
DijkstraPrims,28000,7,192.535,1000.67,True
DijkstraPrims,28000,8,192.928,999.119,True
DijkstraPrims,28000,9,193.138,999.762,True
BBMSInter,28000,0,497.469,1000.93,True
BBMSInter,28000,1,605.809,1000.2,True
BBMSInter,28000,2,551.813,999.299,True
BBMSInter,28000,3,430.233,1000.47,True
BBMSInter,28000,4,571.905,999.702,True
BBMSInter,28000,5,567.83,999.749,True
BBMSInter,28000,6,562.094,1000.57,True
BBMSInter,28000,7,443.908,1000.67,True
BBMSInter,28000,8,491.525,999.119,True
BBMSInter,28000,9,494.031,999.762,True
BBMSDppStepwise,28000,0,-1,-1,False
BBMSDppStepwise,28000,1,-1,-1,False
BBMSDppStepwise,28000,2,-1,-1,False
BBMSDppStepwise,28000,3,-1,-1,False
BBMSDppStepwise,28000,4,-1,-1,False
BBMSDppStepwise,28000,5,-1,-1,False
BBMSDppStepwise,28000,6,-1,-1,False
BBMSDppStepwise,28000,7,-1,-1,False
BBMSDppStepwise,28000,8,-1,-1,False
BBMSDppStepwise,28000,9,-1,-1,False
BBMSDppInstant,28000,0,-1,-1,False
BBMSDppInstant,28000,1,-1,-1,False
BBMSDppInstant,28000,2,-1,-1,False
BBMSDppInstant,28000,3,-1,-1,False
BBMSDppInstant,28000,4,-1,-1,False
BBMSDppInstant,28000,5,-1,-1,False
BBMSDppInstant,28000,6,-1,-1,False
BBMSDppInstant,28000,7,-1,-1,False
BBMSDppInstant,28000,8,-1,-1,False
BBMSDppInstant,28000,9,-1,-1,False
DijkstraPrims,29000,0,208.597,999.086,True
DijkstraPrims,29000,1,207.217,999.892,True
DijkstraPrims,29000,2,208.178,999.39,True
DijkstraPrims,29000,3,208.208,1000.01,True
DijkstraPrims,29000,4,208.805,1000.69,True
DijkstraPrims,29000,5,208.733,999.994,True
DijkstraPrims,29000,6,208.389,999.895,True
DijkstraPrims,29000,7,207.551,1000.94,True
DijkstraPrims,29000,8,209.241,999.898,True
DijkstraPrims,29000,9,208.923,999.965,True
BBMSInter,29000,0,456.332,999.086,True
BBMSInter,29000,1,459.697,999.892,True
BBMSInter,29000,2,414.05,999.39,True
BBMSInter,29000,3,476.729,1000.01,True
BBMSInter,29000,4,330.115,1000.69,True
BBMSInter,29000,5,551.98,999.994,True
BBMSInter,29000,6,420.784,999.895,True
BBMSInter,29000,7,565.476,1000.94,True
BBMSInter,29000,8,411.364,999.898,True
BBMSInter,29000,9,356.338,999.965,True
BBMSDppStepwise,29000,0,-1,-1,False
BBMSDppStepwise,29000,1,-1,-1,False
BBMSDppStepwise,29000,2,-1,-1,False
BBMSDppStepwise,29000,3,-1,-1,False
BBMSDppStepwise,29000,4,-1,-1,False
BBMSDppStepwise,29000,5,-1,-1,False
BBMSDppStepwise,29000,6,-1,-1,False
BBMSDppStepwise,29000,7,-1,-1,False
BBMSDppStepwise,29000,8,-1,-1,False
BBMSDppStepwise,29000,9,-1,-1,False
BBMSDppInstant,29000,0,-1,-1,False
BBMSDppInstant,29000,1,-1,-1,False
BBMSDppInstant,29000,2,-1,-1,False
BBMSDppInstant,29000,3,-1,-1,False
BBMSDppInstant,29000,4,-1,-1,False
BBMSDppInstant,29000,5,-1,-1,False
BBMSDppInstant,29000,6,-1,-1,False
BBMSDppInstant,29000,7,-1,-1,False
BBMSDppInstant,29000,8,-1,-1,False
BBMSDppInstant,29000,9,-1,-1,False
DijkstraPrims,30000,0,224.742,999.297,True
DijkstraPrims,30000,1,224.719,1000.73,True
DijkstraPrims,30000,2,223.671,999.651,True
DijkstraPrims,30000,3,224.791,999.403,True
DijkstraPrims,30000,4,224.758,1000.01,True
DijkstraPrims,30000,5,224.52,999.83,True
DijkstraPrims,30000,6,224.74,999.972,True
DijkstraPrims,30000,7,224.675,1000.43,True
DijkstraPrims,30000,8,225.747,1000.35,True
DijkstraPrims,30000,9,224.585,1000.35,True
BBMSInter,30000,0,453.598,999.297,True
BBMSInter,30000,1,532.932,1000.73,True
BBMSInter,30000,2,440.724,999.651,True
BBMSInter,30000,3,546.476,999.403,True
BBMSInter,30000,4,477.427,1000.01,True
BBMSInter,30000,5,584.187,999.83,True
BBMSInter,30000,6,602.487,999.972,True
BBMSInter,30000,7,616.471,1000.43,True
BBMSInter,30000,8,491.654,1000.35,True
BBMSInter,30000,9,531.998,1000.35,True
BBMSDppStepwise,30000,0,-1,-1,False
BBMSDppStepwise,30000,1,-1,-1,False
BBMSDppStepwise,30000,2,-1,-1,False
BBMSDppStepwise,30000,3,-1,-1,False
BBMSDppStepwise,30000,4,-1,-1,False
BBMSDppStepwise,30000,5,-1,-1,False
BBMSDppStepwise,30000,6,-1,-1,False
BBMSDppStepwise,30000,7,-1,-1,False
BBMSDppStepwise,30000,8,-1,-1,False
BBMSDppStepwise,30000,9,-1,-1,False
BBMSDppInstant,30000,0,-1,-1,False
BBMSDppInstant,30000,1,-1,-1,False
BBMSDppInstant,30000,2,-1,-1,False
BBMSDppInstant,30000,3,-1,-1,False
BBMSDppInstant,30000,4,-1,-1,False
BBMSDppInstant,30000,5,-1,-1,False
BBMSDppInstant,30000,6,-1,-1,False
BBMSDppInstant,30000,7,-1,-1,False
BBMSDppInstant,30000,8,-1,-1,False
BBMSDppInstant,30000,9,-1,-1,False
DijkstraPrims,31000,0,241.475,1000.9,True
DijkstraPrims,31000,1,241.553,999.659,True
DijkstraPrims,31000,2,240.644,999.883,True
DijkstraPrims,31000,3,242.184,999.587,True
DijkstraPrims,31000,4,239.952,999.913,True
DijkstraPrims,31000,5,241.189,1000.19,True
DijkstraPrims,31000,6,239.363,1000.61,True
DijkstraPrims,31000,7,242.927,999.664,True
DijkstraPrims,31000,8,241.323,1000.56,True
DijkstraPrims,31000,9,242.438,1000.9,True
BBMSInter,31000,0,571.491,1000.9,True
BBMSInter,31000,1,586.599,999.659,True
BBMSInter,31000,2,752.614,999.883,True
BBMSInter,31000,3,490.195,999.587,True
BBMSInter,31000,4,708.474,999.913,True
BBMSInter,31000,5,675.572,1000.19,True
BBMSInter,31000,6,692.284,1000.61,True
BBMSInter,31000,7,511.527,999.664,True
BBMSInter,31000,8,478.421,1000.56,True
BBMSInter,31000,9,649.342,1000.9,True
BBMSDppStepwise,31000,0,-1,-1,False
BBMSDppStepwise,31000,1,-1,-1,False
BBMSDppStepwise,31000,2,-1,-1,False
BBMSDppStepwise,31000,3,-1,-1,False
BBMSDppStepwise,31000,4,-1,-1,False
BBMSDppStepwise,31000,5,-1,-1,False
BBMSDppStepwise,31000,6,-1,-1,False
BBMSDppStepwise,31000,7,-1,-1,False
BBMSDppStepwise,31000,8,-1,-1,False
BBMSDppStepwise,31000,9,-1,-1,False
BBMSDppInstant,31000,0,-1,-1,False
BBMSDppInstant,31000,1,-1,-1,False
BBMSDppInstant,31000,2,-1,-1,False
BBMSDppInstant,31000,3,-1,-1,False
BBMSDppInstant,31000,4,-1,-1,False
BBMSDppInstant,31000,5,-1,-1,False
BBMSDppInstant,31000,6,-1,-1,False
BBMSDppInstant,31000,7,-1,-1,False
BBMSDppInstant,31000,8,-1,-1,False
BBMSDppInstant,31000,9,-1,-1,False
DijkstraPrims,32000,0,263.279,1000.9,True
DijkstraPrims,32000,1,263.205,999.139,True
DijkstraPrims,32000,2,264.8,1000.15,True
DijkstraPrims,32000,3,264.758,999.663,True
DijkstraPrims,32000,4,264.33,999.226,True
DijkstraPrims,32000,5,263.703,1000.22,True
DijkstraPrims,32000,6,264.301,999.984,True
DijkstraPrims,32000,7,262.124,999.787,True
DijkstraPrims,32000,8,263.609,1000.39,True
DijkstraPrims,32000,9,263.872,999.688,True
BBMSInter,32000,0,726.877,1000.9,True
BBMSInter,32000,1,-1,-1,False
